COMP ID,PATHWAY SORTORDER,BIOCHEMICAL,SUPER PATHWAY,SUB PATHWAY,PLATFORM,CHEMICAL ID,RI,MASS,PUBCHEM,CAS,KEGG,HMDB
20693,4938,tartronate (hydroxymalonate),Xenobiotics,Food Component/Plant,LC/MS Neg,100000840,610.0,118.9986,45,80-69-3,C02287,HMDB35227
2125,424,taurine,Amino Acid,"Methionine, Cysteine, SAM and Taurine Metabolism",LC/MS Pos Early,512,660.0,126.022,1123,107-35-7,C00245,HMDB00251
33983,3280,tauro-beta-muricholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,100001250,4774.0,514.2844,168408,25696-60-0,,HMDB00932
18494,3276,taurochenodeoxycholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,1629,5250.0,498.2895,387316,6009-98-9,C05465,HMDB00951
62890,3352,taurochenodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100021093,4809.0,288.6195,,,,HMDB02486
18497,3269,taurocholate,Lipid,Primary Bile Acid Metabolism,LC/MS Neg,1648,5150.0,514.2844,6675,145-42-6,C05122,HMDB00036
32807,3347,taurocholenate sulfate*,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001990,4750.0,279.6142,,,,
12261,3301,taurodeoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,1668,5257.4,498.2895,2733768,207737-97-1,C05463,HMDB00896
62889,3302,taurodeoxycholic acid 3-sulfate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100006644,4850.0,288.6195,,,,
36850,3313,taurolithocholate 3-sulfate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,100001658,5027.0,280.6221,440071,64936-83-0,C03642,HMDB02580
62918,1590,tetradecadienedioate (C14:2-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100021100,3148.0,253.1445,,,,
62850,1448,tetradecadienoate (14:2)*,Lipid,Long Chain Polyunsaturated Fatty Acid (n3 and n6),LC/MS Neg,100020343,5292.0,223.1704,5312409,39039-37-7,,HMDB00560
35669,1587,tetradecanedioate (C14),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001613,3985.0,257.1758,13185,821-38-5,,HMDB00872
62793,3154,tetrahydrocortisol sulfate (1),Lipid,Corticosteroids,LC/MS Neg,100020848,4276.0,445.1902,,,,
61836,5503,THC carboxylic acid,Xenobiotics,Drug - Psychoactive,LC/MS Neg,100016048,5263.0,343.1915,107885,,,
61848,5504,THC carboxylic acid glucuronide,Xenobiotics,Drug - Psychoactive,LC/MS Neg,100016049,5224.0,519.2236,,,,
22206,4811,theanine,Xenobiotics,Food Component/Plant,LC/MS Pos Early,100000784,2180.0,175.1077,439378,3081-61-6,C01047,HMDB34365
18392,4369,theobromine,Xenobiotics,Xanthine Metabolism,LC/MS Pos Early,100000445,1600.0,181.072,5429,83-67-0,C07480,HMDB02825
18394,4370,theophylline,Xenobiotics,Xanthine Metabolism,LC/MS Neg,100000437,2356.9,179.0575,2153,58-55-9,C07130,HMDB01889
53231,5767,thioproline,Xenobiotics,Chemical,LC/MS Pos Early,100009232,1250.0,134.027,93176,34592-47-4,,
27738,4150,threonate,Cofactors and Vitamins,Ascorbate and Aldarate Metabolism,LC/MS Polar,100001022,2384.0,135.0299,151152,70753-61-6,C01620,HMDB00943
1284,16,threonine,Amino Acid,"Glycine, Serine and Threonine Metabolism",LC/MS Pos Early,564,1514.0,120.0655,6288,72-19-5,C00188,HMDB00167
36095,4814,thymol sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100001757,4410.0,229.054,,89-83-8,C09908,HMDB01878
2761,232,thyroxine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,1094,4808.0,775.6794,5819,51-48-9,C01829,HMDB01918
35428,358,tiglyl carnitine (C5),Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Pos Early,100001597,2962.0,244.1543,22833596,64191-86-2,,HMDB02366
53241,5117,tramadol,Xenobiotics,"Drug - Analgesics, Anesthetics",LC/MS Pos Early,100006381,3288.0,264.1958,33741,27203-92-5,C07153,HMDB14339
61798,1703,trans-2-hexenoylglycine,Lipid,Fatty Acid Metabolism (Acyl Glycine),LC/MS Neg,100019884,2707.0,170.0823,,,,
53026,4885,"trans-3,4-methyleneheptanoate",Xenobiotics,Food Component/Plant,LC/MS Neg,100006651,3807.0,141.0921,,,,
32306,461,hydroxyproline,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,1001,1064.0,132.0655,5810,51-35-4,C01157,HMDB00725
607,74,trans-urocanate,Amino Acid,Histidine Metabolism,LC/MS Pos Early,537,2285.0,139.0502,736715,104-98-3,C00785,HMDB00301
57691,5492,trazadone,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100015783,837.0,372.1586,5533,19794-93-5,"C07156,D08626",HMDB14794
42593,5309,triamterene,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Early,100003968,3164.0,254.1149,5546,396-01-0,D00386,HMDB01940
52436,2943,tricosanoyl sphingomyelin (d18:1/23:0)*,Lipid,Sphingomyelins,LC/MS Pos Late,100008955,3200.0,801.6844,,,,HMDB12105
62919,1586,tridecenedioate (C13:1-DC)*,Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100002199,3051.0,241.1445,,,,
32401,4122,trigonelline (N'-methylnicotinate),Cofactors and Vitamins,Nicotinate and Nicotinamide Metabolism,LC/MS Pos Early,100001092,1388.0,138.055,5570,535-83-1,C01004,HMDB00875
64075,5200,trimethoprim,Xenobiotics,Drug - Antibiotic,LC/MS Pos Early,100020868,3021.0,291.1452,5578,738-70-5,"C01965,D00145",HMDB14583
40406,2103,trimethylamine N-oxide,Lipid,Phospholipid Metabolism,LC/MS Pos Early,100003397,2100.0,76.0757,1145,1184-78-7,C01104,HMDB00925
20710,5737,trizma acetate,Xenobiotics,Chemical,LC/MS Pos Early,100000856,1884.0,122.0812,6503,6850-28-8,C07182,
54,238,tryptophan,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,565,2986.0,205.0972,6305,73-22-3,C00078,HMDB00929
37097,247,tryptophan betaine,Amino Acid,Tryptophan Metabolism,LC/MS Pos Early,100001743,2673.0,247.1441,442106,20671-76-5,C09213,HMDB61115
48408,216,tyramine O-sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006092,1565.0,216.0336,153005,30223-92-8,,HMDB06409
1299,155,tyrosine,Amino Acid,Tyrosine Metabolism,LC/MS Neg,815,1322.0,180.0666,6057,60-18-4,C00082,HMDB00158
48674,4856,umbelliferone sulfate,Xenobiotics,Food Component/Plant,LC/MS Neg,100006282,2440.0,240.9812,129659,69526-88-1,,
42395,1579,undecanedioate (C11-DC),Lipid,"Fatty Acid, Dicarboxylate",LC/MS Neg,100001617,2440.0,215.1289,15816,1852-04-6,,HMDB00888
12067,1398,undecanoate (11:0),Lipid,Medium Chain Fatty Acid,LC/MS Neg,889,5219.2,185.1547,8180,334-48-5,C17715,HMDB00947
63613,1765,undecenoylcarnitine (C11:1),Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100021131,1069.0,328.2482,,,,
605,4027,uracil,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Polar,825,1089.7,111.02,1174,66-22-8,C00106,HMDB00300
1604,3939,urate,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Neg,1134,757.1,167.0211,1175,69-93-2;120K5305,C00366,HMDB00289
1670,434,urea,Amino Acid,Urea cycle; Arginine and Proline Metabolism,LC/MS Pos Early,533,700.0,121.072,1176,57-13-6,C00086,HMDB00294
606,4026,uridine,Nucleotide,"Pyrimidine Metabolism, Uracil containing",LC/MS Neg,535,1457.6,243.0623,6029,58-96-8,C00299,HMDB00296
1605,3315,ursodeoxycholate,Lipid,Secondary Bile Acid Metabolism,LC/MS Neg,1135,5055.0,391.2854,31401,128-13-2,C07880,HMDB00946
33443,1389,valerate (5:0),Lipid,Short Chain Fatty Acid,LC/MS Neg,1136,1718.0,101.0608,7991,109-52-4,C00803,HMDB00892
1649,370,valine,Amino Acid,"Leucine, Isoleucine and Valine Metabolism",LC/MS Neg,566,909.4,116.0717,6287,72-18-4,C00183,HMDB00883
48566,5326,valsartan,Xenobiotics,Drug - Cardiovascular,LC/MS Neg,100006232,4228.0,434.2198,5650,137862-53-4,,
54910,191,vanillactate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006129,1625.0,211.0612,160637,2475-56-1,,HMDB00913
63853,4949,vanillic acid glycine,Xenobiotics,Food Component/Plant,LC/MS Neg,100021363,1682.0,224.0564,3083688,,,HMDB60026
48733,218,vanillic alcohol sulfate,Amino Acid,Tyrosine Metabolism,LC/MS Neg,100006125,1808.0,233.0125,,754920-02-0,,
1567,192,vanillylmandelate (VMA),Amino Acid,Tyrosine Metabolism,LC/MS Neg,1111,941.0,197.0456,1245,55-10-7,C05584,HMDB00291
38623,5469,venlafaxine,Xenobiotics,Drug - Psychoactive,LC/MS Pos Late,100002807,848.0,278.2115,5656,93413-69-5,C07187,HMDB05016
42990,5293,verapamil,Xenobiotics,Drug - Cardiovascular,LC/MS Pos Late,100004028,945.0,455.2904,2520,152-11-4,D02356,HMDB01850
43335,5301,warfarin,Xenobiotics,Drug - Cardiovascular,LC/MS Neg,100004175,3790.0,307.0976,,5543-57-7,C01541,HMDB01935
3147,3931,xanthine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Polar,1004,2023.0,151.0262,1188,69-89-6,C00385,HMDB00292
15136,3933,xanthosine,Nucleotide,"Purine Metabolism, (Hypo)Xanthine/Inosine containing",LC/MS Neg,100000299,1075.0,283.0684,64959,146-80-5,C01762,HMDB00299
15679,260,xanthurenate,Amino Acid,Tryptophan Metabolism,LC/MS Neg,100000015,1476.0,204.0302,5699,59-007,C02470,HMDB00881
31538,1007,XHWESASXXR*,Peptide,Polypeptide,LC/MS Pos Late,100001326,790.0,606.3302,,,,
57517,1774,ximenoylcarnitine (C26:1)*,Lipid,"Fatty Acid Metabolism (Acyl Carnitine, Monounsaturated)",LC/MS Pos Late,100015836,1607.0,538.483,,,,
15581,1178,xylose,Carbohydrate,Pentose Metabolism,LC/MS Polar,826,1727.0,195.051,135191,609-06-3,C00181,HMDB00098
62976,5498,zolpidem,Xenobiotics,Drug - Psychoactive,LC/MS Pos Early,100004174,3346.0,308.1757,,82626-48-0,,
